ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance?,ALE_Follow_Up_Action,ALE_Follow_Up_Status
8848,CA3010064,CITY OF WESTMINSTER,ORANGE,3010064-AAH-A,Westminster,Jessie Hayden Elementary,14782 Eden Street Midway City CA 92655-1108,Orange,Cafeteria sink,2017-11-20,5.0,UG/L,No,,
15466,CA3710037,PADRE DAM MWD,SAN DIEGO,3710037-ABJ-A,Alpine Union Elementary,Joan MacQueen Middle,2001 Tavern Road Alpine CA 91901-3129,San Diego,Kitchen-main sink,2017-09-14,5.0,UG/L,No,,
5552,CA1910062,LA VERNE CITY WD,LOS ANGELES,1910062-AAD-A,,Joan Macy School,1350 3rd Street La Verne CA 91750,Los Angeles,Building for rooms 1 & 2 - drinking faucet outside on building,2017-06-14,5.0,UG/L,No,,
780,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AHF-A,Oakland Unified,Joaquin Miller Elementary,5525 Ascot Drive Oakland CA 94611-3001,Alameda,Tap	Staff Kitchen Sink,2017-11-14,5.0,UG/L,No,,
888,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AJH-A,Moraga Elementary,Joaquin Moraga Intermediate,1010 Camino Pablo Moraga CA 94556-1899,Contra Costa,Water Dispenser	Hydration station outside office,2017-11-16,5.0,UG/L,No,,
11930,CA3610004,WEST VALLEY WATER DISTRICT,SAN BERNARDINO,3610004-AAF-A,Colton Joint Unified,Joe Baca,1640 South Lilac Avenue Bloomington CA 92316-2123,San Bernardino,F1,2017-08-31,5.0,UG/L,No,,
319,CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,0110003-AAH-A,Livermore Valley Joint Unified,Joe Michell,1001 Elaine Avenue Livermore CA 94550-5414,Alameda,S1 DF bldg k2,2018-05-30,5.0,UG/L,No,,
17017,CA4210016,GOLDEN STATE WATER COMPANY - ORCUTT,SANTA BARBARA,4210016-AAD-A,Orcutt Union Elementary,Joe Nightingale Elementary,255 Winter Road Santa Maria CA 93455-2643,Santa Barbara,Cafeteria Kitchen food prep sink,2017-12-06,5.0,UG/L,No,,
16395,CA3910004,LODI CITY OF,SAN JOAQUIN,3910004-AAG-B,Lodi Unified,Joe Serna Jr Charter,19 South Central Avenue Lodi CA 95240-3148,San Joaquin,Playground,2018-04-19,5.0,UG/L,No,,
7159,CA2410008,MEADOWBROOK WC,MERCED,2410008-AAC-A,Merced City Elementary,Joe Stefani,2768 Ranchero Lane Merced CA 95348-3503,Merced,DF RR Adjacent 25 Assets #2,2017-09-28,5.0,UG/L,No,,
19627,CA5010028,CERES CITY OF,STANISLAUS,5010028-ABA-A,Ceres Unified,Joel J Hidahl Elementary,2351 East Redwood Road Ceres CA 95307-5052,Stanislaus,Office - Staff Restroom Hand Sink ,2018-02-28,5.0,UG/L,No,,
14998,CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,3710025-AAC-A,National Elementary,John A Otis Elementary,621 East 18th Street National City CA 91950-4630,San Diego,Northern exterior of western end outside of Girls Restroom (far right bubbler),2017-04-12,5.0,UG/L,No,,
6725,CA1910234,WALNUT VALLEY WATER DISTRICT,LOS ANGELES,1910234-AAC-A,Rowland Unified,John A Rowland High,2000 South Otterbein Street Rowland Heights CA 91748-3949,Los Angeles,Drinking Fountain - Gym,2017-11-15,5.0,UG/L,No,,
6120,CA1910146,SANTA MONICA-CITY WATER DIVISION,LOS ANGELES,1910146-AAI-A,Santa Monica-Malibu Unified,John Adams Middle,2425 16th Street Santa Monica CA 90405-2621,Los Angeles,Drinking Fountain,2017-05-05,5.0,UG/L,No,,
19345,CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),SONOMA,4910023-AAB-A,Mark West Union Elementary,John B Riebli Elementary,315 Mark West Springs Road Santa Rosa CA 95404-1101,Sonoma,DF Btwn 1&2,2017-08-22,5.0,UG/L,No,,
1770,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CCD-A,San Ramon Valley Unified,John Baldwin Elementary,741 Brookside Drive Danville CA 94526-4201,Contra Costa,Tap	Cold tap in teachers loungeÂ ,2017-12-15,5.0,UG/L,No,,
10451,CA3410004,CARMICHAEL WATER DISTRICT,SACRAMENTO,3410004-AAD-A,San Juan Unified,John Barrett Middle,4243 Barrett Road Carmichael CA 95608-2463,Sacramento,Girls Locker Room,2017-10-12,5.0,UG/L,No,,
11180,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AEG-A,Sacramento City Unified,John Bidwell Elementary,1730 65th Avenue Sacramento CA 95822-4804,Sacramento,LOWER exterior drinking fountain west of room 3 (#1 on map),2017-09-27,5.0,UG/L,No,,
238,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AFC-A,Fremont Unified,John Blacow Elementary,40404 Sundale Drive Fremont CA 94538-3314,Alameda,Right drinking fountain by room 24,2018-05-18,5.0,UG/L,No,,
7187,CA2410009,CITY OF MERCED,MERCED,2410009-AAG-A,Merced City Elementary,John C Fremont Elementary,1120 West 22nd Street Merced CA 95340-3540,Merced,WF in Cafeteria,2017-09-12,5.0,UG/L,No,,
11185,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AEH-A,Sacramento City Unified,John Cabrillo Elementary,1141 Seamas Avenue Sacramento CA 95822-2442,Sacramento,Drinking fountain in multipurpose room (#1 on map),2017-09-26,5.0,UG/L,No,,
11191,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AEI-B,Sacramento City Unified,John D Sloat Elementary,7525 Candlewood Way Sacramento CA 95822-5116,Sacramento,Exterior drinking fountain east of room 3 (#2 on map),2017-09-27,61.0,UG/L,No,,
6680,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-AAI-A,Norwalk-La Mirada Unified,John Dolland Elementary,15021 South Bloomfield Avenue Norwalk CA 90650-6807,Los Angeles,Cafeteria Kitchen Faucet,2018-03-27,5.0,UG/L,No,,
7539,CA2710010,CWSC SALINAS,MONTEREY,2710010-ACJ-A,Alisal Union,John E Steinbeck Elementary,1714 Burlington Drive Salinas CA 93906-4411,Monterey,S1 DF outside restroom near rm 8,2018-04-13,5.0,UG/L,No,,
11649,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ABC-A,Elk Grove Unified,John Ehrhardt Elementary,8900 Old Creek Drive Elk Grove CA 95758-6150,Sacramento,Ext Wall Mounted D/F at Multi-Purpose Room Main Entrance,2017-12-07,5.0,UG/L,No,,
10311,CA3310049,WESTERN MWD,RIVERSIDE,3310049-ABA-A,Riverside Unified,John F Kennedy Elementary,19125 Schoolhouse Lane Riverside CA 92508-7147,Riverside,Wing D Drinking Fountain Exterior wall between Rooms 1 and 2,2018-07-12,5.0,UG/L,No,,
193,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AEC-A,Fremont Unified,John F Kennedy High,39999 Blacow Road Fremont CA 94538-1913,Alameda,Kitchen tap in two basin sink next to door to serving areaÂ ,2018-05-15,5.0,UG/L,No,,
5500,CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,1910059-AAD-A,Norwalk-La Mirada Unified,John Foster Dulles Elementary,12726 Meadowgreen Road La Mirada CA 90638-2637,Los Angeles,Multipurpose Kitchen Rinse Faucet ,2018-05-25,5.0,UG/L,No,,
203,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AEE-A,Fremont Unified,John G Mattos Elementary,37944 Farwell Drive Fremont CA 94536-7008,Alameda,Kitchen tap in two basin sinkÂ ,2018-05-16,5.0,UG/L,No,,
248,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AFE-A,Fremont Unified,John Gomes Elementary,555 Lemos Lane Fremont CA 94539-3750,Alameda,Left kitchen tap closest to managerâ€™s officeÂ ,2018-05-22,5.0,UG/L,No,,
6686,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-ABA-A,Norwalk-La Mirada Unified,John H Glenn High,13520 Shoemaker Avenue Norwalk CA 90650-4521,Los Angeles,Administration Office Teacher Lounge Sink Faucet,2018-03-29,5.0,UG/L,No,,
6674,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-AAG-A,Norwalk-La Mirada Unified,John H Nuffer Elementary,14821 South Jersey Avenue Norwalk CA 90650-5850,Los Angeles,Administration Office Teacher Lounge Faucet,2018-03-22,5.0,UG/L,No,,
11447,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-BAA-B,Sacramento City Unified,John H Still Elementary,2200 John Still Dr Sacramento CA 95832,Sacramento,LOWER exterior drinking fountain on north side of Room E3 (#2 on map),2018-01-25,5.0,UG/L,No,,
11451,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-BAB-A,Sacramento City Unified,John H Still Middle,2250 John Still Drive Sacramento CA 95832-1331,Sacramento,LEFT Exterior drinking fountain on north side of Room 26 (#1 on map),2017-09-29,5.0,UG/L,No,,
18690,CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,SANTA CLARA,4310020-ABG-A,Evergreen Elementary,John J Montgomery Elementary,2010 Daniel Maloney Drive San Jose CA 95121-1328,Santa Clara,Site 1,2018-02-06,5.0,UG/L,No,,
4788,CA1510021,WASCO CITY OF,KERN,1510021-AAF-A,Wasco Union Elementary,John L Prueitt Elementary,3501 Seventh Street Wasco CA 93280-9533,Kern,Inside caeteria south wall,2018-05-15,5.0,UG/L,No,,
213,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AEG-A,Fremont Unified,John M Horner Junior High,41365 Chapel Way Fremont CA 94538-4202,Alameda,Drinking fountain by room 404 storage and girls restroom Near room 28,2018-05-16,68.0,UG/L,No,,
8892,CA3010064,CITY OF WESTMINSTER,ORANGE,3010064-ABJ-A,Garden Grove Unified,John Marshall Elementary,15791 Bushard Street Westminster CA 92683-7455,Orange,J building drinking fountain next to restroom,2018-03-08,5.0,UG/L,No,,
11296,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AHA-A,Sacramento City Unified,John Morse Therapeutic Center,1901 60th Avenue Sacramento CA 95822-4314,Sacramento,Exterior drinking fountain southeast of room 3 (#1 on map),2017-09-29,5.0,UG/L,No,,
14739,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BHI-A,San Diego Unified,John Muir,4431 Mount Herbert Avenue San Diego CA 92117-4728,San Diego,Kindergarten/1st Grade building Inside K-TK classroom double bubbler on sink left bubbler,2017-05-17,5.0,UG/L,No,,
1439,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BIJ-P,Berkeley Unified,John Muir Elementary,2955 Claremont Avenue Berkeley CA 94705-2449,Alameda,Tap in rm 14 2nd floor ,2018-06-13,81.0,UG/L,No,,
5914,CA1910124,PASADENA-CITY WATER DEPT,LOS ANGELES,1910124-ACB-A,Pasadena Unified,John Muir High,1905 North Lincoln Avenue Pasadena CA 91103-1315,Los Angeles,JMHS-1-A,2017-11-28,5.0,UG/L,No,,
2120,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CIC-A,San Leandro Unified,John Muir Middle,1444 Williams Street San Leandro CA 94577-2403,Alameda,Df inside of cafeteria ,2018-01-18,5.0,UG/L,No,,
8533,CA3010035,GOLDEN STATE WC - PLACENTIA,ORANGE,3010035-ABA-A,Placentia-Yorba Linda Unified,John O Tynes Elementary,735 Stanford Placentia CA 92870-5117,Orange,Drinking Fountain 307,2018-02-28,5.0,UG/L,No,,
11117,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-ADC-E,Elk Grove Unified,John Reith Elementary,8401 Valley Lark Drive Sacramento CA 95823-5872,Sacramento,Multipurpose room bottle filling station,2017-09-20,5.0,UG/L,No,,
3670,CA1010007,CITY OF FRESNO,FRESNO,1010007-AAJ-A,Sanger Unified,John S Wash Elementary,6350 East Lane Avenue Fresno CA 93727-5734,Fresno,Kitchen Food Prep Sink,2018-03-20,5.0,UG/L,No,,
3748,CA1010007,CITY OF FRESNO,FRESNO,1010007-ACG-A,Central Unified,John Steinbeck Elementary,3550 North Milburn Avenue Fresno CA 93722-7016,Fresno,(L) Fount just Outside Cafeteria Doors,2018-04-10,5.0,UG/L,No,,
3489,CA0710006,CITY OF MARTINEZ,CONTRA COSTA,0710006-AAC-A,Martinez Unified,John Swett Elementary,4955 Alhambra Valley Road Martinez CA 94553-5707,Contra Costa,#1 - Combination sink/water fountain inside Woodbridge daycare building,2018-02-07,5.0,UG/L,No,,
2356,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DDC-A,John Swett Unified,John Swett High,1098 Pomona Street Crockett CA 94525-1426,Contra Costa,Df located next to the Weight Rm,2018-03-07,5.0,UG/L,No,,
13971,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-ABH-A,San Diego Unified,Johnson Elementary,1355 Kelton Road San Diego CA 92114-1229,San Diego,Kindergarten; S wall Btwn Rm K1 & Storage RM 1 Right bubbler,2017-04-05,5.0,UG/L,No,,
8853,CA3010064,CITY OF WESTMINSTER,ORANGE,3010064-AAI-C,Westminster,Johnson Middle,13603 Edwards Street Westminster CA 92683-3006,Orange,Classroom C-6 sink,2017-11-21,71.0,UG/L,No,,
15250,CA3710027,VISTA IRRIGATION DISTRICT,SAN DIEGO,3710027-AAG-A,San Marcos Unified,Joli Ann Leichtag Elementary,653 Poinsettia Avenue Vista CA 92081-8113,San Diego,Drinking Fountain Preschool,2017-03-23,5.0,UG/L,No,,
7846,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-AAG-A,Magnolia Elementary,Jonas E Salk,1411 South Gilbert Street Anaheim CA 92804-5230,Orange,MP B Bldg Kitchen Faucet (In Front of Window),2017-06-02,5.0,UG/L,No,,
14764,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BID-A,San Diego Unified,Jonas Salk Elementary,7825 Flanders Drive San Diego CA 92126-3449,San Diego,Multi-Purpose Room Wall mounted interior (East of the Room) facing stage next to restroom two single bubbler fountains lower right fountain,2017-05-17,5.0,UG/L,No,,
14508,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BDB-A,San Diego Unified,Jones Elementary,2751 Greyling Drive San Diego CA 92123-2836,San Diego,Kindergarten bldg West exterior side between K-1 & K-2 two single-bubbler fountains lower left fountain,2017-04-29,5.0,UG/L,No,,
16232,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BFI-A,San Francisco Unified,Jordan (June) School for Equity,325 La Grande Ave San Francisco CA 94112-2866,San Francisco,Drinking fountain at faucet-fountain unit in Main Office on 3rd floor of Main Building,2018-03-06,5.0,UG/L,No,,
8440,CA3010027,CITY OF ORANGE,ORANGE,3010027-AAH-A,Orange Unified,Jordan Elementary,4319 East Jordan Avenue Orange CA 92869-5431,Orange,K2 - SINK,2018-05-03,5.0,UG/L,No,,
18303,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BJC-E,Alum Rock Union Elementary,Joseph George Middle,277 Mahoney Drive San Jose CA 95127-3547,Santa Clara,Sample Location 5,2018-03-16,56.0,UG/L,No,,
5082,CA1610003,HANFORD CITY OF,KINGS,1610003-AAH-G,Hanford Elementary,Joseph M Simas,1875 Fitzgerald Hanford CA 93230-7906,Kings,Distribution Source 2 ,2018-07-11,800.0,UG/L,Yes,Contacted system response pending,Pending
11654,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ABD-A,Elk Grove Unified,Joseph Sims Elementary,3033 Buckminster Drive Elk Grove CA 95758-7631,Sacramento,Int Wall Mounted D/F inside MP room,2017-12-19,5.0,UG/L,No,,
218,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AEI-A,Fremont Unified,Joshua Chadbourne Elementary,801 Plymouth Avenue Fremont CA 94539-4637,Alameda,Right drinking fountain by room 13 outside,2018-05-17,5.0,UG/L,No,,
12106,CA3610025,JOSHUA BASIN WATER DISTRICT,SAN BERNARDINO,3610025-AAC-A,Morongo Unified,Joshua Tree Elementary,4950 Sunburst Avenue Joshua Tree CA 92252-2053,San Bernardino,Outside West Corridor Entrance,2017-10-31,5.0,UG/L,No,,
9036,CA3010073,MOULTON NIGUEL WATER DISTRICT,ORANGE,3010073-ABC-A,Capistrano Unified,Journey,27102 Foxborough Aliso Viejo CA 92656-3377,Orange,Drinking Fountain IFO Restrooms / Lunch Tables (Middle Drinking Faucet),2018-05-22,5.0,UG/L,No,,
14307,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AJB-A,San Diego Unified,Joyner Elementary,4271 Myrtle Avenue San Diego CA 92105-3426,San Diego,Cafeteria outside - Next to lunch court and women rr at checkered wall two single-bubbler fountains lower left fountain,2017-05-05,5.0,UG/L,No,,
6539,CA1910204,LOS ANGELES CO WW DISTRICT 29 & 80-MALIB,LOS ANGELES,1910204-AAB-A,Santa Monica-Malibu Unified,Juan Cabrillo Elementary,30237 Morning View Drive Malibu CA 90265-3616,Los Angeles,Drinking fountain: South side of Bldg B near Room 4,2017-06-06,5.0,UG/L,No,,
6197,CA1910155,GSWC - SOUTHWEST,LOS ANGELES,1910155-ABD-A,Wiseburn Unified,Juan De Anza Elementary,12110 Hindry Avenue Hawthorne CA 90250-3403,Los Angeles,South Wing West End Fountain,2018-05-01,5.0,UG/L,No,,
17402,CA4310009,CITY OF PALO ALTO,SANTA CLARA,4310009-ABD-A,Palo Alto Unified,Juana Briones Elementary,4100 Orme Street Palo Alto CA 94306-3106,Santa Clara,Drinking Fountain/Bottle Filling Station Near Rm 13 (AAN_A),2018-09-13,5.0,UG/L,No,,
19908,CA5610017,VENTURA WATER DEPARTMENT,VENTURA,5610017-ABD-A,Ventura Unified,Juanamaria Elementary,100 South Crocker Avenue Ventura CA 93004-1535,Ventura,Cafeteria Hydration Station,2018-05-03,5.0,UG/L,No,,
7993,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-ADG-A,Anaheim Elementary,Juarez (Benito) Elementary,841 South Sunkist Street Anaheim CA 92806-4716,Orange,#1,2018-04-25,5.0,UG/L,No,,
14504,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BDA-B,San Diego Unified,Juarez Elementary,2633 Melbourne Drive San Diego CA 92123-3535,San Diego,Classrooms 1-6 bldg North-East end of building next to boy/girl RRs triple bubbler fountain right bubbler,2017-04-29,502.0,UG/L,No,,
13025,CA3710001,CAL-AM WATER CORONADO,SAN DIEGO,3710001-ACC-A,Chula Vista Elementary,Juarez-Lincoln Elementary,849 Twining Avenue San Diego CA 92154-2599,San Diego,Classroom 504 Drinking Fountain & Sink,2017-05-31,5.0,UG/L,No,,
12224,CA3610037,REDLANDS CITY MUD-WATER DIV,SAN BERNARDINO,3610037-AAD-A,Redlands Unified,Judson & Brown Elementary,1401 East Pennsylvania Avenue Redlands CA 92374-4734,San Bernardino,NW DRINKING FOUNTAIN,2018-04-19,5.0,UG/L,No,,
6464,CA1910191,NORWALK - CITY WATER DEPT,LOS ANGELES,1910191-AAD-A,Norwalk-La Mirada Unified,Julia B Morrison Elementary,13510 South Maidstone Norwalk CA 90650-3850,Los Angeles,Teachers Lounge â€“ Kitchen Sink,2018-05-17,5.0,UG/L,No,,
13555,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AHH-A,Julian Union Elementary,Julian charter School Innovation Centre La Mesa,5300 Jackson Drive La Mesa CA 91942,San Diego,Only DF ,2017-10-13,5.0,UG/L,No,,
19582,CA5010019,TURLOCK CITY OF,STANISLAUS,5010019-AAG-C,Turlock Unified,Julien Elementary,1924 East Canal Drive Turlock CA 95380-4222,Stanislaus,Playground (near G35) - drinking fountain,2018-06-19,5.0,UG/L,No,,
8343,CA3010022,GOLDEN STATE WC - WEST ORANGE,ORANGE,3010022-ABI-D,Cypress Elementary,Juliet Morris Elementary,9952 Graham Street Cypress CA 90630-3815,Orange,Building D Fountain,2018-08-15,58.0,UG/L,No,,
7831,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-AAD-A,Magnolia Elementary,Juliette Low,215 North Ventura Anaheim CA 92801-5167,Orange,MP J Bldg Kitchen Faucet,2017-06-01,5.0,UG/L,No,,
9418,CA3110008,CITY OF ROSEVILLE,PLACER,3110008-ABH-A,Roseville City Elementary,Junction Elementary,2150 Ellison Drive Roseville CA 95747-8898,Placer,1,2017-12-12,5.0,UG/L,No,,
324,CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,0110003-AAI-A,Livermore Valley Joint Unified,Junction K-8,298 Junction Avenue Livermore CA 94551-5903,Alameda,S1 Sink Faucet mpb kitchen,2018-05-30,5.0,UG/L,No,,
18820,CA4510005,CITY OF REDDING,SHASTA,4510005-ABB-A,Redding Elementary,Juniper,375 Ellis Street Redding CA 96001-3644,Shasta,PLAZA/DRINKING FOUNTAIN,2018-01-31,5.0,UG/L,No,,
12366,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,3610041-ABB-A,Fontana Unified,Juniper Elementary,7655 Juniper Avenue Fontana CA 92336-2025,San Bernardino,Kitchen Sink South of MPR Building ,2018-04-12,5.0,UG/L,No,,
19913,CA5610017,VENTURA WATER DEPARTMENT,VENTURA,5610017-ABE-A,Ventura Unified,Junipero Serra Elementary,8880 Halifax Street Ventura CA 93004-2623,Ventura,Cafeteria Hydration Station,2018-05-10,5.0,UG/L,No,,
16647,CA4110008,CALIFORNIA WATER SERVICE - SAN MATEO,SAN MATEO,4110008-AAB-D,,Junipero Serra High School,451 West 20th Avenue San Mateo CA 94403,San Mateo,S4 DF Cafeteria,2018-02-23,51.0,UG/L,No,,
12322,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,3610041-AAB-A,Colton Joint Unified,Jurupa Vista Elementary,15920 Village Drive East Fontana CA 92337-1014,San Bernardino,Cafeteria Faucet,2017-05-17,5.0,UG/L,No,,
20123,CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,VENTURA,5610059-AAF-A,Simi Valley Unified,Justin Early Learners Academy,2245 North Justin Avenue Simi Valley CA 93065-2543,Ventura,Bldg 4 Outside K-2,2017-04-07,5.0,UG/L,No,,
19122,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-ABG-A,Fairfield-Suisun Unified,K I Jones Elementary,2001 Winston Drive Fairfield CA 94534-3018,Solano,Faucet in Kitchen,2018-05-01,12.0,UG/L,No,,
14804,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BJB-A,,KIPP Adelante Preparatory Academy,,,1st floor open area between girls/boys restroom single fountain,2017-06-07,5.0,UG/L,No,,
16252,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BGD-A,San Francisco Unified,KIPP Bayview Academy,1060 Key Avenue San Francisco CA 94124-3563,San Francisco,Water filling station across from Main Office in hallway,2018-03-20,5.0,UG/L,No,,
2230,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DAH-A,Oakland Unified,KIPP Bridge Academy,1700 Market Street Oakland CA 94607-3230,Alameda,Hallway off main entrance across from Main Office next to Telephone,2018-01-24,5.0,UG/L,No,,
18117,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BEE-A,Alum Rock Union Elementary,KIPP Heartwood Academy,1250 South King Road San Jose CA 95122-2146,Santa Clara,Sample Location 1,2018-01-26,5.0,UG/L,No,,
18122,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BEF-A,Franklin-McKinley Elementary,KIPP Heritage Academy,2545 Sherlock Drive San Jose CA 95121-2700,Santa Clara,Sample Location 1,2018-01-31,5.0,UG/L,No,,
498,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ACI-A,San Lorenzo Unified,KIPP King Collegiate High,2005 Via Barrett San Lorenzo CA 94580-1315,Alameda,KKC DF 1		DF	Outside Room 14,2017-09-28,5.0,UG/L,No,,
16185,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BEI-A,San Francisco Unified ,KIPP San Francisco Bay Academy ,1430 Scott St San Francisco CA 94115-3510 ,San Francisco,Lower drinking fountain next to bottle filling station across from Room 214 on 3rd floor of Main Building,2018-02-15,5.0,UG/L,No,,
16257,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BGE-A,San Francisco Unified,KIPP San Francisco College Preparatory,1195 Hudson Avenue San Francisco CA 94124-2488,San Francisco,Drinking fountain next to Room 103 and across from Room 104 in st floor hallway inside Main Building,2018-03-20,5.0,UG/L,No,,
18127,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BEH-A,East Side Union High,KIPP San Jose Collegiate,1790 Educational Park Drive San Jose CA 95133-1703,Santa Clara,Sample Location 1,2018-01-26,5.0,UG/L,No,,
538,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ADG-A,San Lorenzo Unified,KIPP Summit Academy,2005 Via Barret  San Lorenzo CA 94580-1315,Alameda,KSA-KF-1		KF	Gym Kitchen Sink 2 sinks sampled dishwashing sink,2017-10-13,5.0,UG/L,No,,
19282,CA4810008,CITY OF VACAVILLE,SOLANO,4810008-ABB-A,Vacaville Unified,Kairos Public School Vacaville Academy,129 Elm Street Vacaville CA 95688-6925,Solano,Cafeteria Kitchen Sink,2018-02-22,5.0,UG/L,No,,
1303,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BHH-A,Oakland Unified,Kaiser Elementary,25 South Hill Court Oakland CA 94618-2306,Alameda,Fountain	Upper Right Fountain in Multi Use Room,2017-12-08,5.0,UG/L,No,,
4779,CA1510021,WASCO CITY OF,KERN,1510021-AAB-A,Wasco Union Elementary,Karl F Clemens Elementary,523 Broadway Avenue Wasco CA 93280-1838,Kern,free standing by flag pole,2018-05-15,5.0,UG/L,No,,
4783,CA1510021,WASCO CITY OF,KERN,1510021-AAE-A,Kern County Superintendent of Schools,Karl F Clemens State Preschool,523 Broadway Ave Wasco CA 93280,Kern,East side of Building Outside Drinking Faucet,2018-03-29,5.0,UG/L,No,,
20045,CA5610023,VENTURA WWD NO 8 - SIMI VALLEY,VENTURA,5610023-ABF-A,Simi Valley Unified,Katherine Elementary,5455 Katherine Street Simi Valley CA 93063-4556,Ventura,KE-BLDG 2-K1 (5610023-35-01),2017-06-07,5.0,UG/L,No,,
10576,CA3410008,ELK GROVE WATER SERVICE,SACRAMENTO,3410008-AAH-A,Elk Grove Unified,Katherine L Albiani Middle,9140 Bradshaw Road Elk Grove CA 95624-5055,Sacramento,Playground Near Field and Gym,2017-09-12,5.0,UG/L,No,,
18046,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BCI-A,Evergreen Elementary,Katherine R Smith Elementary,2025 Clarice Drive San Jose CA 95122-1204,Santa Clara,Sample Location 1,2017-12-01,5.0,UG/L,No,,
12337,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,3610041-AAE-A,Fontana Unified,Kathy Binks Elementary,7358 Cypress Avenue Fontana CA 92336-1975,San Bernardino,Kitchen West of MPR ,2018-04-10,5.0,UG/L,No,,
14878,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CAG-A,San Diego Unified,Kavod Elementary Charter,3201 Marathon Dr San Diego CA 92123-2638,San Diego,next to rooms 7-12 Outside Bathrooms next to custodial room two single bubbler fountains upper right fountain,2017-05-23,5.0,UG/L,No,,
