ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance.,ALE_Follow_Up_Action,ALE_Follow_Up_Status
19773,CA5610007,OXNARD WATER DEPT,VENTURA,5610007-AAD-C,Ocean View,Mar Vista Elementary,2382 Etting Road Oxnard CA 93033-6864,Ventura,3 Water Fountain,2018-04-17,5,UG/L,No,NA,NA
14992,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CDA-E,Sweetwater Union High,Mar Vista Senior High,505 Elm Avenue Imperial Beach CA 91932-2027,San Diego,New gym south of campus two separate single fountains upper right fountain,2017-06-30,5,UG/L,No,NA,NA
15328,CA3710029,OLIVENHAIN MWD,SAN DIEGO,3710029-AAH-E,NA,Maranatha Christian School,9050 Maranatha Drive San Diego CA 92127,San Diego,S-building maintenance building,2017-12-13,5,UG/L,No,NA,NA
9759,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ADC-E,Val Verde Unified,March Middle,15800 Indian Avenue Moreno Valley CA 92551-7307,Riverside,MM Room 603,2018-05-01,5,UG/L,No,NA,NA
14532,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BDF-E,San Diego Unified,Marcy School,2716 Marcy Ave San Diego CA 92113,San Diego,restroom BLDG north side of campus near Julian AVE lower right bubbler,2017-05-23,5,UG/L,No,NA,NA
9055,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-AAB-E,NA,Mardan School of Educational Therapy,1 Osborn Street Irvine CA 92604,Orange,Hallway - Preschool DF,2017-03-31,5,UG/L,No,NA,NA
4358,CA1310004,EL CENTRO CITY OF,IMPERIAL,1310004-ABC-E,El Centro Elementary,Margaret Hedrick Elementary,550 South Waterman Avenue El Centro CA 92243,Imperial,Drinking Fountain besides classroom 16,2017-08-22,5,UG/L,No,NA,NA
16752,CA4110013,CITY OF DALY CITY,SAN MATEO,4110013-ABG-E,Jefferson Elementary,Margaret Pauline Brown Elementary,305 Eastmoor Avenue Daly City CA 94015-2038,San Mateo,Room 20 drinking fountain,2018-02-07,31,UG/L,Yes,Fixture removed from service,Complete
7231,CA2410009,CITY OF MERCED,MERCED,2410009-ABE-E,Merced City Elementary,Margaret Sheehy Elementary,1240 West Sixth Street Merced CA 95340-6516,Merced,Southern Restrooms,2017-09-19,5,UG/L,No,NA,NA
10195,CA3310038,RANCHO CALIFORNIA WATER DISTRICT,RIVERSIDE,3310038-AAD-D,Temecula Valley Unified,Margarita Middle,30600 Margarita Road Temecula CA 92591-1528,Riverside,Kitchen sink faucet,2018-04-25,5,UG/L,No,NA,NA
5214,CA1910001,CITY OF ALHAMBRA,LOS ANGELES,1910001-ABB-C,Alhambra Unified,Marguerita Elementary,1603 South Marguerita Avenue Alhambra CA 91803-3199,Los Angeles,Auditorium Drinking Fountain,2017-08-31,61,UG/L,No,NA,NA
20188,CA5710001,CITY OF DAVIS,YOLO,5710001-AAG-E,Davis Joint Unified,Marguerite Montgomery Elementary,1441 Danbury Drive Davis CA 95616-4892,Yolo,Outside Next to Playground,2017-10-12,5,UG/L,No,NA,NA
18561,CA4310014,CITY OF SUNNYVALE,SANTA CLARA,4310014-ABE-E,Santa Clara Unified,Marian A Peterson Middle,1380 Rosalia Avenue Sunnyvale CA 94087-3763,Santa Clara,Big Gym Inside Inside Fountain,2018-04-26,5,UG/L,No,NA,NA
12882,CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,SAN BERNARDINO,3610107-AAB-E,Apple Valley Unified,Mariana Academy,10601 Manhasset Road Apple Valley CA 92308-8048,San Bernardino,Outside Room 3,2017-05-05,5,UG/L,No,NA,NA
17329,CA4310007,CITY OF MOUNTAIN VIEW,SANTA CLARA,4310007-AAJ-A,Mountain View Whisman,Mariano Castro Elementary,505 Escuela Ave Mountain View CA 94040-2006,Santa Clara,Careteria Sink,2017-11-22,51,UG/L,No,NA,NA
4820,CA1510022,WEST KERN WATER DISTRICT,KERN,1510022-AAB-C,Maricopa Unified,Maricopa Elementary,955 Stanislaus St Maricopa CA 93252-8231,Kern,Sample 8 - Elementary Classrom Wing Exterior Hallway West End of Room 4,2017-08-29,5,UG/L,No,NA,NA
4825,CA1510022,WEST KERN WATER DISTRICT,KERN,1510022-AAD-D,Maricopa Unified,Maricopa High,955 Stanislaus Street Maricopa CA 93252-8231,Kern,Sample 4 - Cafeteria Building Inside Tea Room ,2017-08-29,508,UG/L,No,NA,NA
4822,CA1510022,WEST KERN WATER DISTRICT,KERN,1510022-AAC-C,Maricopa Unified,Maricopa Middle,955 Stanislaus Str Maricopa CA 93252-9779,Kern,Sample 5 - Middle School Classroom Wing Exterior Hallway West End of Room 16,2017-08-29,5,UG/L,No,NA,NA
10424,CA3410002,SCWA - ARDEN PARK VISTA,SACRAMENTO,3410002-AAC-D,San Juan Unified,Mariemont Elementary,1401 Corta Way Sacramento CA 95864-3055,Sacramento,Exterior double D/F between F1 and F2 playground side Left D/F,2018-02-27,53,UG/L,No,NA,NA
3007,CA0410002,CAL-WATER SERVICE CO-CHICO,BUTTE,0410002-ABC-E,Chico Unified,Marigold Elementary,2446 Marigold Avenue Chico CA 95926-1697,Butte,S5 DF unit J rm 19 sink,2018-02-27,5,UG/L,No,NA,NA
788,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AHG-D,Albany City Unified,Marin Elementary,1001 Santa Fe Avenue Albany CA 94706-2341,Alameda,Fountain	Inside MultiUse room adjacent to NE exit and Tupelo room,2017-11-15,5,UG/L,No,NA,NA
7576,CA2710017,MARINA COAST WATER DISTRICT,MONTEREY,2710017-AAH-C,Monterey Peninsula Unified,Marina Childrens Center,3066 Lake Drive Marina CA 93933-2805,Monterey,Kitchen Faucet In Kitchen,2017-05-02,5,UG/L,No,NA,NA
8726,CA3010053,CITY OF HUNTINGTON BEACH,ORANGE,3010053-AAC-E,Huntington Beach Union High,Marina High,15871 Springdale Street Huntington Beach CA 92649-1727,Orange,Gymnasium South Drinking Fountain,2017-12-05,5,UG/L,No,NA,NA
16104,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BDB-E,San Francisco Unified,Marina Middle,3500 Fillmore Street San Francisco CA 94123-2103,San Francisco,Upper drinking fountain outside Gym West A202B and next to Room 217 on 2nd floor of Main Building,2018-01-25,5,UG/L,No,NA,NA
3622,CA0910001,EL DORADO ID - MAIN,EL DORADO,0910001-AAI-C,Rescue Union Elementary,Marina Village Middle,1901 Francisco Drive El Dorado Hills CA 95762-3736,El Dorado,Room #3 Drinking Fountain,2018-02-02,76,UG/L,No,NA,NA
3528,CA0710008,CITY OF PITTSBURG,CONTRA COSTA,0710008-AAF-E,Pittsburg Unified,Marina Vista Elementary,50 East Eighth Street Pittsburg CA 94565-2442,Contra Costa,Drinking Water Bubbler B,2017-12-12,5,UG/L,No,NA,NA
7051,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-AED-E,Marin County Office of Education,Marindale School,850 Del Ganado San Rafael CA 94903,Marin,Classroom 1 faucet,2018-05-25,5,UG/L,No,NA,NA
8373,CA3010023,CITY OF NEWPORT BEACH,ORANGE,3010023-AAD-E,Newport-Mesa Unified,Mariners Elementary,2100 Mariners Drive Newport Beach CA 92660-4633,Orange,DRINKING FOUNTAIN OUTSIDE ROOM 4 B BUILDING,2018-09-05,5,UG/L,No,NA,NA
7065,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-AEG-F,Marin County Office of Education,Marins Community,1111 Las Gallinas Avenue B San Rafael CA 94903-1843,Marin,Admin Bldg hallway lower DF ,2018-05-25,5,UG/L,No,NA,NA
11737,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ACJ-E,Elk Grove Unified,Marion Mix Elementary,4730 Laguna Park Drive Elk Grove CA 95758,Sacramento,Int Wall Mount D/F inside main building 1st floor by just across from room 9,2017-12-13,5,UG/L,No,NA,NA
10525,CA3410006,CITRUS HEIGHTS WATER DISTRICT,SACRAMENTO,3410006-AAJ-E,San Juan Unified,Mariposa Avenue Elementary,7940 Mariposa Avenue Citrus Heights CA 95610-1513,Sacramento,E - MP Room,2017-10-25,5,UG/L,No,NA,NA
7105,CA2210001,MARIPOSA PUBLIC UTILITY DIST,MARIPOSA,2210001-AAB-E,Mariposa County Unified,Mariposa County High,5074 Old Highway Mariposa CA 95338-0127,Mariposa,Library Media Center building 22 on map,2017-11-15,5,UG/L,No,NA,NA
7109,CA2210001,MARIPOSA PUBLIC UTILITY DIST,MARIPOSA,2210001-AAC-D,Mariposa County Unified,Mariposa Elementary,5044 Jones Street Mariposa CA 95338-5002,Mariposa,Reloc Classroom building 15 on map,2017-11-15,5,UG/L,No,NA,NA
16708,CA4110013,CITY OF DALY CITY,SAN MATEO,4110013-AAJ-A,Jefferson Elementary,Marjorie H Tobias Elementary,725 Southgate Avenue Daly City CA 94015-3659,San Mateo,Multi Purpose Room drinking fountain,2018-02-07,59,UG/L,No,NA,NA
8660,CA3010046,CITY OF TUSTIN,ORANGE,3010046-AAI-E,Tustin Unified,Marjorie Veeh Elementary,1701 San Juan Street Tustin CA 92780-5204,Orange,Outside drinking fountain N/W of RM 16,2017-11-15,5,UG/L,No,NA,NA
6982,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ACI-E,NA,Mark Day School,39 Trellis Drive San Rafael CA 94903,Marin,Bldg27 inside DF ,2018-04-19,5,UG/L,No,NA,NA
5191,CA1910001,CITY OF ALHAMBRA,LOS ANGELES,1910001-AAG-E, Alhambra Unified  ,Mark Keppel High,501 East Hellman Avenue Alhambra CA  91801-5716  , Los Angeles  ,Boys Locker Room Drinking Fountain,2017-09-06,5,UG/L,No,NA,NA
3125,CA0510003,ANGELS CITY OF,CALAVERAS,0510003-AAC-E,Mark Twain Union Elementary,Mark Twain Elementary,646 Stanislaus Avenue Angels Camp CA 95222-1239,Calaveras,Gymnasium fountain,2017-12-06,5,UG/L,No,NA,NA
19363,CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),SONOMA,4910023-AAE-D,Mark West Union Elementary,Mark West Charter,5350 Faught Rd Santa Rosa CA 95403-1205,Sonoma,Admin Blg Kitchen Sink,2017-08-22,5,UG/L,No,NA,NA
19359,CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),SONOMA,4910023-AAD-E,Mark West Union Elementary,Mark West Elementary,4600 Lavell Road Santa Rosa CA 95403-7822,Sonoma,DF Outside RR Adjacent MPR,2017-08-22,5,UG/L,No,NA,NA
1154,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BEI-E,Oakland Unified,Markham Elementary,7220 Krause Avenue Oakland CA 94605-2380,Alameda,Fountain	Fountain inside room 203 (second floor),2017-11-30,5,UG/L,No,NA,NA
3011,CA0410002,CAL-WATER SERVICE CO-CHICO,BUTTE,0410002-ABD-E,Chico Unified,Marsh (Harry M) Junior High,2253 Humboldt Road Chico CA 95928-9132,Butte,S5 DF unit I outside boys restroom 976 white df left,2018-02-27,5,UG/L,No,NA,NA
3176,CA0710001,CITY OF ANTIOCH,CONTRA COSTA,0710001-ABH-B,Antioch Unified,Marsh Elementary,2304 G Street Antioch CA 94509-3500,Contra Costa,Wing 1 Room 4 Drinking Fountain,2018-01-24,5,UG/L,No,NA,NA
7890,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-ABE-E,Anaheim Elementary,Marshall (John) Elementary,2066 Falmouth Avenue Anaheim CA 92801-1751,Orange,Next to room C113,2018-02-28,5,UG/L,No,NA,NA
15977,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BAD-E,San Francisco Unified,Marshall (Thurgood) High,45 Conkling Street San Francisco CA 94124-1931,San Francisco,Upper drinking fountain between entrances to gym on 1st floor ,2017-12-13,77,UG/L,No,NA,NA
15738,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AEJ-E,San Francisco Unified,Marshall Elementary,1575 15th Street San Francisco CA 94103-3639,San Francisco,Lower drinking fountain between bathrooms next to schools main entrance in playground yard,2017-10-13,5,UG/L,No,NA,NA
5841,CA1910124,PASADENA-CITY WATER DEPT,LOS ANGELES,1910124-AAF-E,Pasadena Unified,Marshall Fundamental,990 North Allen Avenue Pasadena CA 91104-4025,Los Angeles,MF-5-A,2017-06-27,5,UG/L,No,NA,NA
17464,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AAH-E,Campbell Union,Marshall Lane Elementary,14114 Marilyn Lane Saratoga CA 95070-5646,Santa Clara,Green bottle refill station on blacktop near cement wall,2017-03-17,5,UG/L,No,NA,NA
18248,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BIA-B,Campbell Union,Marshall Lane Elementary (Marshall Lane Preschool),14114 Marilyn Ln Saratoga CA 95070-5646,Santa Clara,Sample Location 2,2018-02-14,5,UG/L,No,NA,NA
14502,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BCJ-E,San Diego Unified,Marshall Middle,9700 Avenue of Nations San Diego CA 92131-2135,San Diego,Building B Lowest level east wall two single bubbler fountains upper left fountain,2017-04-29,5,UG/L,No,NA,NA
14867,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CAD-E,San Diego Unified,Marston Middle,3799 Clairemont Drive San Diego CA 92117-5915,San Diego,200/ 300 Bldg Walkway between 200 and 300 BLDG two triple bubbler fountains right bubbler on right fountain,2017-05-23,5,UG/L,No,NA,NA
5221,CA1910001,CITY OF ALHAMBRA,LOS ANGELES,1910001-ABC-E,Alhambra Unified,Martha Baldwin Elementary,900 South Almansor Street Alhambra CA 91801-4854,Los Angeles,E-1 Kinder Drinking Fountain,2017-08-30,5,UG/L,No,NA,NA
17082,CA4210700,AMERICAN WATER O&M LLC - VAFB,SANTA BARBARA,4210700-AAE-A,Lompoc Unified,Martha Negus Orthopedic Center,991 Mountain view Blvd Vandenberg AFB CA 93437,Santa Barbara,4210700-MNO-A,2018-06-05,5,UG/L,No,NA,NA
5666,CA1910072,GSWC - WILLOWBROOK,LOS ANGELES,1910072-AAE-G,Compton Unified,Martin Luther King Elementary,2270 East 122nd Street Compton CA 90222-1304,Los Angeles,East Preschool Room,2018-04-10,5,UG/L,No,NA,NA
11332,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AHG-E,Sacramento City Unified,Martin Luther King Jr,480 Little River Way Sacramento CA 95831-3711,Sacramento,Kitchen sink (#5 on map),2017-09-28,5,UG/L,No,NA,NA
1093,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BDG-E,Oakland Unified,Martin Luther King Jr Elementary,960 Tenth Street Oakland CA 94607-3106,Alameda,Fountain	Right fountain outside building B facing Big Yard & Market St,2017-11-29,5,UG/L,No,NA,NA
10310,CA3310049,WESTERN MWD,RIVERSIDE,3310049-AAG-E,Riverside Unified,Martin Luther King Jr High,9301 Wood Road Riverside CA 92508-9459,Riverside,E206 Exterior Corridor Drinking Fountain,2018-07-12,5,UG/L,No,NA,NA
3558,CA0710008,CITY OF PITTSBURG,CONTRA COSTA,0710008-ABB-E,Pittsburg Unified,Martin Luther King Jr Junior High,2012 Carion Court Pittsburg CA 94565-4116,Contra Costa,Drinking Water Bubbler B,2017-12-14,5,UG/L,No,NA,NA
2757,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-ACE-E,Hayward Unified,Martin Luther King Jr Middle,26890 Holly Hill Avenue Hayward CA 94545-3500,Alameda,Fountain in gym on west wall,2018-01-18,5,UG/L,No,NA,NA
11016,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-ABA-E,Twin Rivers Unified,Martin Luther King Jr Technology Academy,3051 Fairfield Street Sacramento CA 95815-1199,Sacramento,Bottle filling station interior in back of main office by teacher mailboxes,2017-05-05,5,UG/L,No,NA,NA
1820,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CCI-W,Berkeley Unified,Martin Luther King Middle,1781 Rose Street Berkeley CA 94703-1048,Alameda,Girls restroom tap far left ,2018-06-26,5,UG/L,No,NA,NA
3498,CA0710006,CITY OF MARTINEZ,CONTRA COSTA,0710006-AAD-E,Martinez Unified,Martinez Junior High,1600 Court Street Martinez CA 94553-1846,Contra Costa,#5 - Water fountain outside lower campus MEIPP pre-school building,2018-02-08,5,UG/L,No,NA,NA
14180,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AGA-E,San Diego Unified,Marvin Elementary,5720 Brunswick Avenue San Diego CA 92120-1905,San Diego,at wall outside of kinder classrooms near playground single bubbler drinking fountain,2017-04-19,5,UG/L,No,NA,NA
10480,CA3410004,CARMICHAEL WATER DISTRICT,SACRAMENTO,3410004-AAI-E,San Juan Unified,Marvin Marshall Preschool and Childrens Center,5309 Kenneth Avenue Carmichael CA 95608-4716,Sacramento,Room 18,2017-10-13,5,UG/L,No,NA,NA
19476,CA5010010,MODESTO CITY OF,STANISLAUS,5010010-ABA-E,Sylvan Union Elementary,Mary Ann Sanders Elementary,3101 Fine Avenue Modesto CA 95355-9702,Stanislaus,Room 36: Sink,2018-04-14,5,UG/L,No,NA,NA
12336,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,3610041-AAD-E,Colton Joint Unified,Mary B Lewis Elementary,18040 San Bernardino Avenue Bloomington CA 92316-1643,San Bernardino,Kitchen Faucet,2017-05-10,5,UG/L,No,NA,NA
19160,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-ACD-D,Fairfield-Suisun Unified,Mary Bird,420  East Tabor Avenue Fairfield CA 94533-4002,Solano,Faucet in Nurses Office,2018-05-10,5,UG/L,No,NA,NA
16888,CA4210003,GUADALUPE WATER DEPARTMENT,SANTA BARBARA,4210003-AAC-E,Guadalupe Union Elementary,Mary Buren Elementary,1050 Peralta Street Guadalupe CA 93434-0788,Santa Barbara,4210003-Mary Buren-E Cafeteria Drinking Fnt,2018-01-23,5,UG/L,No,NA,NA
10475,CA3410004,CARMICHAEL WATER DISTRICT,SACRAMENTO,3410004-AAH-E,San Juan Unified,Mary Deterding Elementary,6000 Stanley Avenue Carmichael CA 95608-4032,Sacramento,Restroom 3,2017-10-12,5,UG/L,No,NA,NA
6882,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-AAF-D,Dixie Elementary,Mary E Silveira Elementary,375 Blackstone Drive San Rafael CA 94903-1401,Marin,Multipurpose room DF ,2017-09-27,5,UG/L,No,NA,NA
15493,CA3710702,CAMP PENDLETON (SOUTH),SAN DIEGO,3710702-AAD-C,Fallbrook Union Elementary,Mary Fay Pendleton Elementary,110 Marine Drive Oceanside CA 92058-8234,San Diego,Drinking fountain on blacktop/recess area (on left side when facing classrooms),2017-08-23,618,UG/L,No,NA,NA
9709,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ACC-E,Val Verde Unified,Mary McLeod Bethune Elementary,25390 Krameria Street Moreno Valley CA 92551-2567,Riverside,MMB Room D19,2018-04-18,5,UG/L,No,NA,NA
10934,CA3410017,CALAM - PARKWAY,SACRAMENTO,3410017-AAJ-E,Elk Grove Unified,Mary Tsukamoto Elementary,8737 Brittany Park Drive Sacramento CA 95828-6509,Sacramento,DF Pre-K,2017-11-03,5,UG/L,No,NA,NA
13488,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AFJ-B,La Mesa-Spring Valley,Maryland Avenue Elementary,5400 Maryland Avenue La Mesa CA 91941-5214,San Diego,Rm 18 IS DF,2017-03-01,13,UG/L,No,NA,NA
15306,CA3710027,VISTA IRRIGATION DISTRICT,SAN DIEGO,3710027-ACA-D,Vista Unified,Maryland Elementary,700 North Avenue Vista CA 92084-2906,San Diego,Drinking Fountain Near Library,2017-04-11,5,UG/L,No,NA,NA
338,CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,0110003-ABA-E,Livermore Valley Joint Unified,Marylin Avenue Elementary,800 Marylin Avenue Livermore CA 94551-6514,Alameda,S5 DF bldg A-11,2018-05-31,5,UG/L,No,NA,NA
14402,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BAJ-E,San Diego Unified,Mason Elementary,10340 San Ramon Drive San Diego CA 92126-3235,San Diego,300 bldg Wall mounted exterior (South of Bldg) next to Girls RR facing Goldcoast Dr two single bubbler fountains lower right fountain,2017-04-25,5,UG/L,No,NA,NA
8925,CA3010069,CITY OF FOUNTAIN VALLEY,ORANGE,3010069-AAF-D,Fountain Valley Elementary,Masuda (Kazuo) Middle,17415 Los Jardines West Fountain Valley CA 92708-4846,Orange,Exterior by B-1,2018-04-17,56,UG/L,No,NA,NA
19850,CA5610014,OJAI WATER SYSTEM,VENTURA,5610014-AAD-E,Ojai Unified,Matilija Junior High,703 El Paseo Road Ojai CA 93023-2499,Ventura,Gym Inside Drinking Fountain,2017-04-04,5,UG/L,No,NA,NA
11322,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AHE-E,Sacramento City Unified,Matsuyama Elementary,7680 Windbridge Drive Sacramento CA 95831-4171,Sacramento,Kitchen sink (#5 on map),2017-09-28,5,UG/L,No,NA,NA
19105,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-ABB-E,Fairfield-Suisun Unified,Matt Garcia Career and College Academy,1100 Civic Center Drive Fairfield CA 94533-4806,Solano,Faucet in Kitchen,2018-03-20,5,UG/L,No,NA,NA
7845,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-AAF-E,Magnolia Elementary,Mattie Lou Maxwell,2613 West Orange Avenue Anaheim CA 92804-3201,Orange,SRM 22A (NE Playground) Outside Fountain,2017-05-19,5,UG/L,No,NA,NA
3165,CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,COLUSA,0610003-AAB-J,Maxwell Unified,Maxwell Elementary,146 North St Maxwell CA 95955-0788,Colusa,Boys Restroom Right Sink,2018-04-17,5,UG/L,No,NA,NA
3167,CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,COLUSA,0610003-AAC-B,Maxwell Unified,Maxwell Middle,146 North Street Maxwell CA 95955-0788,Colusa,Classroom B Drinking Water Sink,2018-04-17,5,UG/L,No,NA,NA
3172,CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,COLUSA,0610003-AAD-E,Maxwell Unified,Maxwell Sr High,515 Oak Street Maxwell CA 95955-0788,Colusa,Girls Locker Room / Bathroom Right Sink,2018-04-17,5,UG/L,No,NA,NA
9724,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ACF-E,Val Verde Unified,May Ranch Elementary,900 East Morgan Perris CA 92571-7815,Riverside,MRE Room 704,2018-04-19,5,UG/L,No,NA,NA
872,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AJD-E,Alameda Unified,Maya Lin,825 Taylor Street Alameda CA 94501-3411,Alameda,Fountain	Fountain off of sink in C3,2017-11-16,5,UG/L,No,NA,NA
5378,CA1910026,COMPTON-CITY WATER DEPT,LOS ANGELES,1910026-ABD-B,Compton Unified,Mayo Elementary,915 North Mayo Avenue Compton CA 90221-2112,Los Angeles,kitchen prep sink,2018-05-11,5,UG/L,No,NA,NA
19669,CA5210001,CITY OF CORNING,TEHAMA,5210001-AAE-B,Corning Union Elementary,Maywood Middle School,1666 Marguerite Avenue Corning CA 96021-3530,Tehama,Front of Library,2017-10-17,5,UG/L,No,NA,NA
11830,CA3510003,SUNNYSLOPE COUNTY WATER DIST,SAN BENITO,3510003-AAE-C,Hollister,Maze Middle,900 Meridian Street Hollister CA 95023-4107,San Benito,3510003-004-003-Classroom D3,2018-04-18,55,UG/L,No,NA,NA
11761,CA3410031,CALAM - ANTELOPE,SACRAMENTO,3410031-AAE-E,Center Joint Unified,McClellan High (Continuation),8725 Watt Avenue Antelope CA 95843-9116,Sacramento,Sink MP,2018-02-27,10,UG/L,No,NA,NA
18999,CA4710006,MCCLOUD CSD,SISKIYOU,4710006-AAC-C,Siskiyou Union High,McCloud High,133 Campus Way McCloud CA 95057,Siskiyou,Fourth sink from the door- farthest east side of the class room in home Ecc,2018-03-27,921,UG/L,No,NA,NA
18989,CA4710006,MCCLOUD CSD,SISKIYOU,4710006-AAB-B,McCloud Union Elementary School District,McCloud Union Elementary School,332 Hamilton Way McCloud CA 96057,Siskiyou,Kitchen next to Gym,2018-06-14,144,UG/L,No,NA,NA
709,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AGA-W,Oakland Unified,McClymonds High,2607 Myrtle St Oakland CA 94607-3415,Alameda,Brita WD 1st floor hallway ,2018-03-16,5,UG/L,No,NA,NA
15638,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-ACJ-E,San Francisco Unified,McCoppin (Frank) Elementary,651 Sixth Avenue San Francisco CA 94118-3804,San Francisco,Drinking fountain of sink-fountain unit in Classroom 103 on 1st floor of North Building,2017-10-03,5,UG/L,No,NA,NA
19810,CA5610011,SANTA PAULA WATER SYSTEM,VENTURA,5610011-AAE-E,Santa Paula Unified,McKevett Elementary,955 East Pleasant Street Santa Paula CA 93060-2158,Ventura,Bubbler 3,2017-03-14,5,UG/L,No,NA,NA
5929,CA1910124,PASADENA-CITY WATER DEPT,LOS ANGELES,1910124-ACD-E,Pasadena Unified,McKinley,325 South Oak Knoll Avenue Pasadena CA 91101-3418,Los Angeles,MCES-5-A,2017-10-19,5,UG/L,No,NA,NA
16595,CA4110003,CITY OF BURLINGAME,SAN MATEO,4110003-AAJ-M,Burlingame Elementary,McKinley Elementary,701 Paloma Avenue Burlingame CA 94010-3728,San Mateo,Building 2 Upper Level Hall East DF,2018-05-09,5,UG/L,No,NA,NA
7434,CA2710010,CWSC SALINAS,MONTEREY,2710010-AAF-E,Santa Rita Union Elementary,McKinnon,2100 McKinnon Salinas CA 93906-5700,Monterey,5 Room 608 inside WF,2017-09-15,5,UG/L,No,NA,NA
4019,CA1010007,CITY OF FRESNO,FRESNO,1010007-AIC-E,Fresno Unified,McLane High,2727 North Cedar Ave Fresno CA 93703-2016,Fresno,Kitchen Pot Filler (Cold)		,2018-08-24,5,UG/L,No,NA,NA
16317,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BHF-E,San Francisco Unified,McLaren (John) Children Centers,2055 Sunnydale Avenue San Francisco CA 94134-2611,San Francisco,PK drinking fountain at sink-drinking fountain unit inside Room 5 in Main Building,2018-04-18,5,UG/L,No,NA,NA
3016,CA0410002,CAL-WATER SERVICE CO-CHICO,BUTTE,0410002-ABE-E,Chico Unified,McManus (John A) Elementary,988 East Avenue Chico CA 95926-1398,Butte,S5 DF outside rm 3 by playgrnd green df,2018-03-01,5,UG/L,No,NA,NA
7657,CA2810003,NAPA CITY OF,NAPA,2810003-ABD-D,Napa Valley Unified,McPherson Elementary,2670 Yajome Street Napa CA 94558-5039,Napa,At Window Room #25,2018-04-10,5,UG/L,No,NA,NA
8455,CA3010027,CITY OF ORANGE,ORANGE,3010027-AAJ-E,Orange Unified,McPherson Magnet,333 South Prospect Street Orange CA 92869-4825,Orange,KITCHEN - SINK,2018-05-10,5,UG/L,No,NA,NA
9733,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ACH-D,Val Verde Unified,Mead Valley Elementary,21 100 Oleander Avenue Perris CA 92570-9415,Riverside,MVE Pre-K Room 2,2018-04-24,544,UG/L,No,NA,NA
